lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
45,2,96.9,11,24,4,3,2,0,3,1
110,1,109.25,5,1,4,3,2,0,0,1
11,1,87.4,9,13,4,0,1,3,0,1
63,1,88.4,11,17,4,3,1,0,0,1
84,0,78.3,3,3,4,3,0,0,0,0
143,0,114.3,8,13,4,1,1,0,0,0
9,1,155.0,10,17,4,3,1,0,0,1
27,1,85.0,10,20,3,3,0,0,0,1
33,0,85.5,5,29,3,1,2,0,0,1
59,0,0.0,1,28,4,2,0,0,0,1
37,3,216.9,7,7,4,1,0,0,5,1
71,0,84.15,4,23,4,3,2,3,0,1
90,0,75.0,5,10,3,3,0,0,0,1
207,0,95.0,12,30,3,2,1,0,0,1
21,1,131.35,12,29,4,3,1,0,3,1
152,0,84.52,9,30,4,4,0,3,0,0
66,2,168.3,8,19,4,2,0,0,3,1
37,0,85.5,9,16,4,2,0,0,0,1
77,0,159.3,5,17,4,3,0,0,0,0
15,0,100.0,2,5,2,2,1,0,6,1
143,0,115.6,7,16,4,2,2,1,3,1
47,1,72.36,10,19,3,3,1,0,1,1
43,1,186.4,3,24,4,3,1,0,5,1
78,1,132.3,10,7,4,2,0,0,3,0
254,0,91.0,9,16,3,2,0,1,0,1
5,1,105.25,8,31,4,3,1,0,0,1
100,0,129.6,9,1,4,3,1,0,0,0
102,1,114.3,7,23,4,5,2,0,0,1
3,0,95.0,11,10,0,1,0,0,3,1
8,2,112.0,8,28,4,0,1,0,0,1
82,0,38.67,3,28,3,2,1,0,0,1
77,0,80.75,4,8,4,6,2,0,0,0
84,0,75.34,3,30,3,4,1,0,0,1
13,0,102.33,6,12,4,1,2,3,0,1
73,1,126.9,5,14,4,1,0,0,0,1
65,1,88.0,11,11,4,1,0,3,0,1
41,1,71.1,3,15,4,3,0,3,0,1
17,1,102.0,12,29,4,3,1,3,0,1
45,0,72.9,2,19,4,2,0,0,0,0
111,1,72.25,12,3,4,3,2,0,0,0
126,0,195.75,8,16,4,4,0,1,3,0
5,1,111.0,12,8,4,2,0,0,0,1
7,1,93.0,2,26,4,2,0,0,0,1
4,0,110.0,10,11,2,1,0,0,3,1
193,0,108.9,9,1,4,3,0,0,0,0
59,1,118.27,4,24,4,5,2,0,3,1
184,0,122.4,10,4,4,3,0,0,3,0
45,0,99.79,4,24,4,3,2,0,0,1
12,0,85.0,3,7,4,2,1,0,0,0
52,1,108.0,10,17,4,1,1,3,0,1
203,0,87.12,10,8,3,1,2,0,0,1
49,0,78.3,3,7,4,2,1,0,0,0
125,2,136.0,9,7,4,4,0,0,0,1
199,0,94.5,10,1,4,7,2,0,0,0
172,0,104.4,10,28,4,2,2,0,3,0
63,0,137.7,7,25,4,3,1,0,3,0
217,1,46.63,12,5,4,7,3,3,0,1
34,0,70.83,10,7,3,4,2,0,3,0
1,0,155.0,10,7,4,2,0,0,3,1
32,1,67.5,2,6,4,1,1,3,0,0
5,3,130.0,8,20,4,1,0,0,0,1
36,1,99.0,10,20,4,1,0,3,0,1
90,0,119.85,5,7,4,2,2,0,0,1
37,0,113.4,6,20,4,3,1,0,3,0
100,2,93.6,7,6,4,4,1,1,0,0
35,1,151.5,10,11,4,3,0,0,3,0
21,0,139.0,5,31,4,3,0,0,0,0
47,0,72.25,8,28,3,1,2,0,0,1
41,0,104.53,6,27,4,5,2,3,0,0
203,3,135.15,10,6,4,3,2,1,0,1
104,1,83.12,7,6,4,4,0,0,0,1
44,0,75.6,10,25,4,0,2,0,0,1
41,1,149.4,9,18,4,1,2,0,3,0
288,0,107.38,12,25,4,4,2,0,3,1
50,0,101.31,4,1,4,3,2,0,0,0
33,0,170.1,7,11,4,2,1,1,0,0
11,0,67.5,1,16,4,1,2,3,0,1
80,1,74.8,3,25,3,2,2,0,0,1
290,1,65.0,6,17,3,2,1,0,0,1
25,0,72.93,12,4,4,5,2,0,0,1
54,1,92.0,3,14,3,4,1,1,0,1
169,0,137.7,8,22,4,1,1,0,0,0
68,2,105.3,3,19,4,1,2,0,3,1
119,2,129.96,10,16,4,3,2,0,3,1
22,0,75.0,8,21,3,1,0,0,0,1
85,1,210.6,8,19,4,4,2,1,3,1
75,0,89.28,6,4,4,1,1,3,0,1
54,3,118.33,11,5,4,1,2,3,0,1
82,0,76.5,4,11,3,2,1,0,0,1
33,0,77.4,10,28,3,4,1,0,3,1
68,0,89.53,6,18,4,1,2,0,0,0
162,0,158.56,12,26,4,5,2,0,0,1
25,2,84.0,10,4,4,2,2,0,0,1
70,0,107.1,7,7,4,1,0,3,0,0
3,1,79.0,7,18,2,1,1,0,0,1
138,1,130.5,7,14,4,2,0,0,0,1
184,1,65.29,10,17,4,6,2,0,1,1
71,2,68.07,11,28,4,3,1,0,0,1
93,0,128.78,6,14,4,4,0,3,0,0
19,1,96.0,11,29,4,1,0,0,0,1
2,1,67.0,4,21,2,1,0,0,0,1
154,0,100.8,8,24,4,2,0,0,0,0
8,1,135.0,10,20,4,2,0,0,0,1
56,1,82.44,12,7,4,3,0,0,1,1
26,0,85.0,7,3,3,3,2,0,0,1
1,1,80.0,8,5,4,3,0,3,0,1
120,1,80.75,4,12,4,4,0,3,0,1
2,2,133.0,8,19,4,2,0,3,0,1
151,1,105.3,7,15,4,1,0,0,0,0
67,3,82.99,2,22,4,4,1,0,3,1
43,0,0.0,10,23,4,1,0,0,0,1
33,0,62.2,3,8,3,2,0,0,0,1
14,0,99.5,12,26,4,2,2,0,0,1
85,1,117.0,6,4,4,1,1,0,0,1
106,1,141.3,7,18,4,4,1,0,3,1
54,0,107.55,7,9,4,2,2,0,0,0
99,0,73.95,3,15,4,4,0,0,0,0
117,1,105.74,6,17,4,3,2,3,0,1
36,0,101.7,8,28,4,1,2,3,0,1
72,0,67.22,3,31,4,3,0,0,0,1
73,0,59.8,1,10,3,1,2,0,0,1
60,0,132.3,6,23,4,1,0,0,3,0
32,1,107.1,11,14,4,4,1,0,3,0
35,1,58.0,1,8,3,2,2,0,0,1
2,1,82.9,1,12,4,2,0,0,0,1
31,0,147.72,8,22,3,2,1,1,0,1
141,0,109.2,6,4,4,1,2,3,0,0
247,0,109.0,6,6,4,1,1,1,0,0
73,2,140.4,8,6,4,1,2,0,3,1
32,0,137.52,8,21,3,1,2,0,4,1
13,1,119.0,6,28,4,1,0,3,0,1
16,4,159.0,12,3,4,1,0,1,3,1
256,1,96.25,8,7,4,2,2,0,1,1
31,1,83.9,3,5,4,1,2,0,0,1
372,0,93.3,12,28,4,3,0,0,0,0
172,1,90.5,7,29,3,3,2,1,0,1
4,0,0.0,4,30,4,0,0,0,0,1
17,0,83.4,3,4,4,7,3,3,0,0
86,0,100.0,9,9,2,3,0,0,0,1
175,0,86.36,9,8,4,3,1,0,0,0
216,0,86.7,8,30,3,4,0,0,3,1
91,0,65.0,9,14,2,2,0,0,0,1
101,1,96.3,4,9,4,1,1,0,0,0
1,0,78.41,8,17,4,1,0,3,0,1
291,2,80.75,12,28,4,4,2,0,0,1
20,0,85.0,9,11,3,1,2,3,0,1
7,0,107.0,5,21,3,1,0,0,3,1
92,3,113.4,10,3,4,1,1,0,0,1
109,0,150.3,8,19,4,2,0,0,3,0
127,0,105.3,5,6,4,2,0,0,0,0
144,3,126.9,9,12,4,3,1,0,0,1
65,1,78.3,3,11,4,2,0,0,0,1
36,2,88.0,11,25,4,2,1,3,0,1
70,0,97.33,4,22,4,2,2,0,0,1
4,1,106.0,8,21,4,2,0,0,0,1
85,1,126.9,8,13,4,2,2,0,0,1
57,1,140.4,5,28,4,5,2,0,3,0
5,1,91.0,2,12,4,2,0,0,0,0
25,2,229.0,10,13,4,1,0,0,5,1
61,0,102.0,3,21,4,3,1,0,3,1
134,1,109.65,6,5,4,2,2,3,0,1
3,0,124.0,6,27,3,1,1,3,0,1
19,2,69.0,12,5,4,1,2,0,0,1
155,0,130.5,8,16,4,2,0,0,0,0
13,0,152.67,6,2,4,3,0,0,3,0
0,4,0.0,9,8,1,1,0,0,4,1
35,1,94.5,4,22,4,2,1,3,0,1
106,0,120.28,5,21,4,2,2,0,0,0
85,1,106.54,7,26,4,3,0,0,1,1
34,0,81.0,6,19,3,1,2,0,0,0
4,0,95.0,5,2,2,1,1,0,0,1
258,0,82.44,8,18,3,4,2,0,3,1
186,0,137.7,8,27,4,1,0,0,3,0
18,1,139.0,7,15,4,2,0,3,0,0
27,2,99.0,6,20,4,0,1,3,0,1
173,0,143.1,9,10,4,1,2,0,0,0
23,1,91.5,11,18,4,2,0,3,0,0
151,1,143.28,12,29,4,3,0,0,0,0
7,0,65.0,8,9,2,1,0,0,0,1
13,1,85.47,5,9,4,1,1,0,0,1
56,0,140.4,6,4,4,1,0,0,3,0
1,0,101.0,3,28,4,0,1,0,0,1
74,2,174.42,12,25,4,1,2,0,6,1
8,0,86.0,3,2,4,1,0,0,0,1
30,1,140.6,3,6,4,1,2,1,3,1
108,0,75.76,4,16,4,2,2,0,1,1
359,0,70.0,10,14,3,3,2,0,0,1
118,0,63.75,8,20,3,1,0,0,0,0
0,0,65.0,2,22,2,2,1,0,0,1
16,2,155.6,11,6,4,3,2,3,0,1
308,1,78.3,11,23,4,3,0,0,0,0
40,2,135.4,12,22,4,3,1,0,3,1
5,0,130.0,1,28,4,3,1,0,0,1
17,2,84.33,3,5,4,1,2,3,0,1
90,1,93.6,12,21,4,3,0,0,0,1
17,2,141.0,6,18,4,2,2,0,0,1
298,1,79.59,10,9,4,5,2,0,3,1
3,2,178.67,11,18,4,2,1,0,5,1
42,1,85.0,9,24,3,1,0,0,0,1
27,0,119.0,10,17,4,2,1,3,0,0
117,1,126.0,11,4,4,5,2,3,0,0
9,2,153.0,8,17,4,2,1,0,0,1
24,1,101.0,6,23,4,1,0,0,0,1
3,0,66.0,1,21,2,1,0,0,0,1
24,1,80.85,9,3,4,2,0,0,0,1
15,2,106.33,11,29,4,3,0,0,0,1
22,1,0.0,11,26,1,0,0,0,1,1
206,0,132.77,9,23,4,3,2,1,0,0
47,0,126.0,11,16,4,3,0,0,3,0
11,2,124.0,9,4,4,2,0,0,0,1
31,3,157.5,10,7,4,1,0,0,3,1
8,1,93.0,2,5,4,2,0,0,0,1
26,1,126.0,4,13,4,1,0,0,3,1
22,1,141.0,6,17,4,2,0,0,0,1
5,0,94.5,8,15,3,1,2,1,0,1
18,0,66.25,11,7,3,3,1,3,0,1
94,0,90.08,4,15,4,2,1,0,3,1
10,1,126.0,5,9,4,1,1,0,3,1
4,1,179.0,9,12,4,3,1,0,3,1
0,0,145.0,10,21,4,1,0,0,0,1
31,1,51.97,12,19,4,1,0,3,0,1
168,1,62.18,7,2,4,5,2,3,0,1
197,0,112.0,8,25,3,3,0,0,0,0
185,1,99.45,8,10,4,6,2,0,0,1
18,1,139.0,6,30,4,3,2,3,0,1
205,2,85.5,10,18,4,4,0,3,0,0
52,1,118.0,8,28,4,0,1,3,0,0
47,1,128.0,10,27,4,1,0,0,0,1
1,2,119.67,3,17,4,3,0,0,0,1
92,1,80.75,6,26,3,1,2,0,0,1
8,1,115.6,11,2,4,4,1,0,0,1
68,1,75.0,4,11,3,2,1,0,0,1
229,0,116.95,7,4,4,3,1,0,3,0
1,0,100.8,10,14,3,2,0,0,0,1
189,1,99.45,8,6,4,5,2,0,0,0
15,2,278.0,6,19,4,2,2,1,5,1
7,1,77.77,6,13,4,1,1,0,0,1
1,0,105.0,5,6,2,2,1,0,0,1
87,0,97.71,6,9,4,3,0,0,0,0
2,0,71.0,2,10,2,1,0,0,0,1
108,0,67.15,4,28,4,1,0,0,0,1
69,1,110.99,4,14,4,5,2,0,3,0
284,0,81.82,10,16,4,3,2,0,1,0
220,1,115.6,9,16,3,2,1,0,3,0
169,2,97.54,8,18,4,2,0,0,1,1
86,0,139.95,7,27,4,4,0,0,3,0
53,2,77.86,11,29,4,4,0,0,1,1
37,1,146.0,12,30,4,1,0,0,3,1
62,0,96.23,9,4,4,2,2,0,1,0
4,0,92.0,3,7,3,0,1,1,0,1
62,0,143.2,11,7,4,1,1,3,0,1
242,1,72.25,11,22,4,2,2,0,0,1
162,0,96.3,8,27,4,1,0,0,0,0
52,0,94.5,4,12,4,3,0,3,0,0
105,0,65.0,9,28,2,1,0,0,0,1
51,0,75.0,11,16,3,4,0,0,0,1
228,0,90.95,8,27,4,4,2,0,0,0
124,0,104.4,10,25,4,3,0,0,3,0
184,1,118.0,4,30,4,1,0,0,0,0
0,0,65.0,11,2,2,1,0,0,0,1
2,1,96.0,1,7,4,3,0,0,0,1
96,0,138.0,9,28,4,1,1,1,4,0
46,2,126.9,5,7,4,1,2,0,0,1
118,2,189.0,8,1,4,4,1,1,3,1
21,1,200.0,11,7,4,2,1,0,0,1
1,1,80.0,1,27,4,1,0,0,0,1
53,1,167.22,9,26,3,3,2,0,3,1
124,0,146.7,8,8,4,4,1,0,3,0
124,1,114.3,5,6,4,2,1,0,3,1
1,1,67.0,12,20,2,3,0,0,0,1
26,2,177.0,5,19,4,1,0,0,3,1
48,0,75.0,10,31,3,2,1,0,0,1
93,0,109.35,7,14,4,3,1,0,0,0
20,0,85.0,10,4,3,2,0,0,0,1
8,1,156.0,6,18,4,1,2,0,3,1
43,0,144.23,8,29,4,3,1,0,3,1
5,1,139.0,8,29,4,3,1,0,0,1
40,2,94.5,10,5,4,2,1,0,0,1
215,0,67.26,11,30,4,4,0,0,1,0
5,0,65.0,11,23,2,0,1,0,0,1
16,2,105.0,9,13,4,1,2,0,0,1
56,0,80.19,6,20,4,3,1,3,0,0
25,0,75.0,10,20,3,3,0,0,0,1
40,1,108.9,6,9,4,1,0,0,0,1
28,1,85.59,11,4,4,4,0,0,3,1
0,0,65.0,4,18,2,0,1,0,0,1
24,3,94.35,6,12,4,0,2,0,0,1
21,1,117.0,10,7,4,2,0,0,3,1
28,1,73.39,2,5,4,2,2,0,1,1
57,0,75.0,11,11,3,2,0,0,0,1
85,1,91.48,7,13,4,4,1,0,3,1
117,0,99.45,4,20,4,4,0,0,3,0
266,0,73.95,12,26,4,3,1,0,0,0
23,0,118.0,9,8,4,1,0,3,0,0
6,2,107.0,2,19,4,2,0,0,3,1
7,0,65.0,12,10,2,1,0,0,0,1
219,0,69.33,8,12,4,2,1,0,0,0
3,0,69.0,2,8,3,3,1,0,0,1
124,0,97.55,6,30,4,2,0,0,1,1
19,2,93.0,2,19,4,3,2,0,0,1
17,0,67.0,11,17,2,1,0,0,0,0
23,0,87.0,1,2,3,1,2,1,0,1
4,1,0.0,10,1,1,1,0,0,4,1
225,0,71.91,12,29,4,3,2,3,0,0
0,0,149.0,9,2,4,1,0,3,0,1
9,2,235.63,7,28,4,1,0,0,6,1
88,1,132.3,10,2,4,0,2,0,3,0
217,2,46.63,12,5,4,7,3,3,0,1
28,1,89.0,1,31,4,0,2,0,0,1
47,0,198.9,5,6,4,2,0,0,5,0
131,2,72.77,8,5,4,2,0,3,0,1
80,0,85.0,9,4,3,4,2,0,0,1
201,1,121.5,8,25,4,3,0,0,0,0
190,1,70.0,4,9,3,1,1,0,0,1
10,0,127.0,3,17,4,2,0,0,0,0
287,1,105.3,10,29,4,1,2,0,3,0
100,0,88.74,12,26,4,4,1,3,0,0
1,0,100.0,10,2,3,2,0,0,0,1
43,0,75.0,10,13,3,1,0,0,0,1
8,1,90.0,8,18,4,5,1,0,0,1
28,3,120.65,3,9,4,4,0,0,3,1
21,1,178.0,7,25,4,3,1,0,0,0
121,2,198.9,8,23,4,1,0,0,5,1
24,1,147.9,12,21,4,4,0,0,5,1
165,0,151.2,10,7,4,2,1,0,3,0
246,1,81.77,9,8,4,3,0,0,1,0
29,0,76.81,10,4,4,0,2,0,0,1
49,0,63.58,3,18,3,2,1,0,0,1
150,0,173.25,7,7,4,3,1,1,0,0
126,0,89.25,5,15,4,2,2,3,0,0
17,0,80.0,3,17,3,3,0,0,0,1
152,0,101.15,7,22,4,3,2,0,0,0
31,0,97.71,5,8,4,2,2,0,0,0
5,0,133.0,3,23,4,3,0,0,0,1
139,0,68.0,11,16,3,4,2,0,0,0
3,2,81.6,12,12,4,3,1,0,0,1
78,2,62.18,9,30,4,1,0,0,0,1
71,1,122.4,7,10,4,3,2,0,3,1
44,2,88.4,11,14,4,4,1,0,0,1
70,2,79.2,12,8,4,1,0,3,0,1
433,0,70.0,9,8,4,3,0,0,0,0
29,0,84.55,3,12,4,1,1,3,0,0
35,2,117.0,9,25,4,0,2,0,0,1
23,0,140.9,6,2,4,3,1,0,3,0
31,1,113.64,8,15,4,2,1,0,0,1
27,0,137.6,5,21,4,2,2,0,3,0
8,0,107.0,6,26,3,1,2,0,3,1
118,2,107.25,12,11,4,2,1,0,0,1
68,1,136.3,10,10,4,2,1,0,0,1
40,1,131.4,3,22,4,1,0,0,3,0
17,0,73.92,9,10,4,2,0,3,0,1
149,0,71.0,1,17,3,2,2,0,0,1
86,1,105.0,9,24,3,2,0,0,0,1
286,0,117.0,9,16,4,2,0,1,0,0
90,1,109.8,12,18,4,0,2,0,0,1
3,0,67.0,3,13,2,1,2,0,0,1
111,2,105.0,5,29,3,3,2,0,0,1
254,0,73.95,12,30,4,2,2,3,0,0
107,0,152.1,8,24,4,4,0,0,3,0
70,0,150.3,7,3,4,4,2,0,3,0
33,2,85.5,9,15,4,2,0,0,0,1
118,1,96.3,6,27,4,2,1,0,0,1
3,1,99.1,11,12,4,3,2,3,0,1
80,0,105.3,7,20,4,1,0,0,0,0
28,0,117.74,5,21,4,3,2,0,0,0
22,0,106.4,9,26,4,3,1,0,0,0
34,1,95.17,9,26,4,3,1,0,3,1
146,0,116.45,7,31,4,3,2,0,0,0
9,1,125.27,8,14,4,1,2,0,0,1
286,0,91.0,9,16,3,2,0,1,0,1
54,1,150.45,5,13,4,2,2,0,3,1
0,0,123.0,10,20,2,1,0,0,0,1
3,0,65.0,9,28,2,1,1,0,0,1
198,0,80.75,10,22,3,5,2,0,0,1
161,0,116.1,9,8,3,3,0,0,0,0
11,1,0.0,12,11,1,2,0,0,3,1
38,0,52.39,3,5,4,3,2,3,0,1
93,0,116.1,5,2,4,0,1,3,0,0
1,0,95.0,6,14,2,1,0,0,0,1
85,0,162.3,4,7,4,3,0,0,5,0
133,0,109.8,6,27,4,2,1,0,3,0
131,0,129.6,9,9,4,2,0,0,0,0
141,1,96.3,7,1,4,2,0,0,0,1
214,0,90.9,8,16,4,3,0,0,0,0
25,1,151.0,7,7,4,1,0,0,0,1
124,0,87.95,5,30,4,5,2,3,0,1
30,1,216.9,8,6,4,1,0,0,5,1
39,1,134.0,10,2,4,0,2,0,0,0
103,0,205.0,12,31,3,1,2,0,0,0
18,1,107.0,10,5,4,2,1,0,0,1
5,1,74.8,3,6,4,1,2,0,0,1
148,0,96.3,8,22,4,4,1,0,0,0
3,0,70.0,12,19,4,0,1,0,0,1
6,0,129.7,9,19,4,1,1,0,0,1
69,0,82.0,1,29,3,2,1,0,5,1
83,2,135.9,9,7,4,2,0,0,0,1
53,0,60.0,11,14,3,2,2,0,3,1
34,1,138.0,10,30,4,0,2,0,0,1
146,2,116.17,8,1,4,5,1,0,0,0
160,1,114.3,8,2,4,3,0,0,0,0
3,1,65.0,10,10,2,3,1,0,0,1
12,2,151.0,6,29,4,2,0,0,3,1
212,1,103.84,10,9,4,2,2,0,3,0
17,1,101.0,6,13,4,0,1,0,0,1
5,0,77.0,11,28,2,0,1,0,0,1
69,2,76.5,7,22,4,5,2,0,0,0
50,0,85.5,5,21,3,1,1,0,0,1
223,2,128.7,10,29,4,1,2,0,3,0
34,0,50.33,1,31,3,4,2,0,0,1
40,2,165.6,9,28,4,2,0,0,3,1
166,0,89.25,8,5,4,5,2,3,0,0
61,1,90.95,6,12,3,1,2,0,3,1
29,0,67.5,8,16,3,2,0,3,0,1
72,1,146.7,7,27,4,2,0,0,3,1
63,0,71.0,1,19,3,3,0,0,0,1
54,0,180.68,4,28,4,3,1,1,0,0
10,1,79.0,2,13,4,1,0,3,0,1
164,1,108.11,9,17,4,3,2,0,3,0
25,1,85.0,3,15,4,2,0,0,0,1
8,0,92.4,10,20,4,3,0,0,0,1
46,2,152.1,7,27,4,1,0,0,0,1
10,0,79.0,2,13,4,1,2,3,0,0
7,2,67.0,12,14,2,2,0,0,0,1
59,0,59.5,3,18,3,5,2,0,0,1
142,0,187.0,10,21,4,7,2,1,3,0
1,0,101.5,8,14,3,2,0,1,0,1
9,1,156.0,8,12,4,2,0,0,0,0
31,1,95.4,3,12,4,2,2,0,3,0
94,0,139.5,7,28,4,1,0,1,0,1
28,2,131.0,9,1,4,2,0,0,0,1
43,1,126.9,7,1,4,2,1,0,0,1
159,0,70.0,2,13,3,1,0,0,0,1
67,1,57.83,3,5,4,1,1,0,0,1
109,0,72.25,7,18,4,6,3,0,0,0
44,0,91.2,11,19,4,1,1,0,0,0
171,0,99.45,8,5,4,2,2,0,0,0
36,0,60.29,1,12,4,4,0,0,0,0
59,0,100.0,10,9,3,1,2,0,0,1
1,0,65.0,12,10,2,1,0,0,0,1
26,1,114.0,12,4,4,4,2,0,3,1
144,1,92.55,5,25,4,4,1,0,3,1
162,2,139.05,8,21,4,2,2,0,3,0
0,1,88.0,12,5,4,0,1,3,0,1
23,1,110.5,9,4,3,2,2,0,3,1
138,1,145.2,8,13,4,4,2,0,3,0
116,0,89.25,10,27,4,3,0,0,0,1
114,0,89.25,7,13,4,4,0,3,0,1
45,0,65.0,4,10,2,0,1,0,0,0
76,1,109.8,6,27,4,3,1,0,0,1
5,1,206.0,9,26,4,2,2,0,0,1
4,1,153.0,5,23,3,0,1,3,0,1
94,1,69.1,4,12,4,5,2,0,0,1
54,0,79.2,11,11,4,2,0,3,0,0
41,0,117.6,3,24,4,3,0,0,0,1
21,1,77.0,10,7,3,1,0,0,0,1
4,0,103.0,4,10,4,0,2,0,0,1
63,1,63.75,3,10,4,3,1,3,0,1
182,0,120.0,10,12,3,1,0,0,0,0
55,2,90.0,7,7,4,4,0,0,0,0
12,1,164.0,8,26,4,1,0,0,3,1
83,0,127.8,7,5,4,5,0,0,3,0
59,0,99.85,4,27,4,4,0,3,0,0
118,1,139.5,8,15,4,2,1,0,0,1
140,1,103.5,8,12,4,2,0,3,0,1
23,0,98.0,4,10,4,2,2,3,0,0
8,0,119.0,5,25,4,1,0,3,0,1
103,1,76.5,8,8,4,1,1,0,0,1
6,2,109.0,9,14,4,2,1,0,0,1
17,0,97.0,3,16,4,1,0,3,0,0
140,0,82.45,8,9,3,5,0,0,3,1
76,0,78.15,3,19,4,1,2,0,1,0
15,1,100.0,2,11,4,1,0,0,0,1
0,1,0.0,1,20,1,1,0,0,6,1
3,2,101.0,4,21,4,1,0,0,0,1
291,0,115.0,8,19,4,2,0,1,0,0
165,1,85.0,7,18,4,3,1,3,0,0
32,0,64.0,1,24,2,1,2,0,0,1
11,0,66.0,1,30,2,1,0,0,0,1
2,0,74.8,2,6,4,1,0,0,0,1
38,1,87.71,3,3,2,3,0,0,0,1
2,1,80.0,1,30,4,1,0,0,0,1
22,3,109.1,11,18,4,2,0,0,1,1
318,0,80.75,9,16,3,2,1,0,0,1
125,2,177.3,8,20,4,1,1,0,5,1
143,1,151.2,10,6,4,3,0,0,3,0
91,0,75.0,9,30,3,2,1,0,0,1
136,0,178.5,7,13,4,5,2,1,0,1
11,0,119.0,9,5,4,2,1,3,0,0
0,0,185.0,9,19,2,1,1,0,0,1
14,0,47.78,11,6,3,7,2,0,0,1
4,0,86.0,1,6,4,1,0,3,0,1
85,0,86.36,7,5,3,3,0,0,0,1
57,0,130.05,4,5,4,4,0,0,3,0
58,0,80.3,3,4,4,2,0,0,0,1
5,1,88.12,1,15,4,12,5,0,3,1
25,0,87.33,12,27,3,5,1,0,0,1
0,1,0.0,12,7,1,0,1,0,0,1
5,0,97.0,3,6,3,0,1,0,0,1
0,0,98.0,4,16,3,1,2,0,0,0
135,1,107.95,7,6,4,4,1,0,0,0
0,0,114.0,4,23,4,1,1,0,0,1
23,1,111.33,9,30,4,3,0,0,0,1
43,0,60.0,11,4,3,3,0,0,3,1
9,2,90.0,8,23,4,3,2,0,0,1
7,1,95.0,6,13,4,1,1,0,0,1
82,0,80.75,10,16,3,4,2,0,0,1
5,1,136.0,4,22,4,2,1,0,3,1
111,3,154.5,9,23,4,2,1,0,0,1
29,1,88.0,11,16,4,2,0,3,0,0
11,1,139.33,10,9,4,2,1,3,0,1
163,0,115.0,10,15,3,1,0,0,0,0
98,1,141.6,5,4,4,4,1,0,3,1
85,0,94.5,7,13,4,4,0,3,0,0
0,0,80.0,11,26,3,1,0,0,0,1
8,3,87.98,12,22,4,3,1,0,0,1
197,1,116.1,9,15,4,3,0,3,0,0
104,0,76.5,4,15,4,2,2,3,0,0
8,0,56.0,3,1,3,2,0,0,0,1
115,0,72.25,7,31,3,1,2,0,0,0
144,1,76.48,8,4,4,3,2,0,0,1
37,0,116.1,6,16,4,1,0,3,0,0
69,0,92.65,12,22,3,2,0,0,0,1
65,0,136.8,9,7,4,3,0,0,3,0
1,0,0.0,9,4,4,2,1,0,0,1
177,0,82.96,7,27,4,2,0,0,3,0
7,0,100.73,12,20,4,4,0,0,0,1
123,0,89.92,3,30,4,3,0,0,1,0
31,1,83.9,2,20,4,1,2,0,0,1
2,2,110.11,9,15,4,1,0,3,0,1
49,1,111.0,10,3,4,2,1,3,0,1
0,1,89.0,3,1,4,2,0,3,0,1
133,2,118.8,10,3,4,0,1,0,0,1
7,2,121.0,11,13,4,3,2,0,3,1
34,0,100.2,10,7,4,3,0,0,0,1
179,1,81.25,7,19,3,3,0,0,0,1
14,0,76.0,11,25,2,1,0,0,0,1
27,1,107.03,9,24,4,1,0,0,3,1
37,1,159.3,3,25,4,1,0,0,3,0
323,0,86.0,5,17,3,4,0,1,0,1
6,0,99.2,5,9,2,2,1,0,0,1
98,2,99.0,11,3,4,3,0,0,0,0
2,1,67.0,12,21,2,1,0,0,0,1
184,1,139.5,8,17,4,1,0,1,0,0
24,0,60.0,1,2,3,1,2,0,0,1
103,1,150.3,8,7,4,1,2,0,3,1
162,0,103.5,8,8,4,2,1,3,0,0
14,1,142.64,11,7,4,0,1,0,0,1
58,0,63.0,3,17,3,3,0,0,0,1
274,1,115.2,9,27,4,2,0,0,3,0
17,0,72.4,3,31,3,1,0,0,0,1
8,0,77.92,12,27,4,1,2,3,0,1
38,1,91.9,2,22,4,1,1,0,3,1
241,1,81.76,10,29,4,2,2,0,1,1
51,0,117.9,6,30,4,3,0,0,0,0
11,1,90.0,8,18,4,2,0,0,0,1
34,2,88.0,12,16,4,1,0,3,0,1
202,0,86.75,7,21,4,1,0,0,1,0
130,2,90.0,11,25,4,2,0,0,0,1
26,1,143.5,8,7,4,0,2,3,0,1
36,1,135.9,8,10,4,2,0,0,0,0
0,0,162.0,10,1,4,1,2,0,0,1
102,0,108.0,10,2,4,1,2,3,0,0
70,0,46.33,11,26,3,3,0,0,0,1
1,1,62.91,2,5,4,2,2,0,0,1
28,0,167.0,3,27,4,0,1,0,0,0
11,1,73.95,11,2,4,4,1,0,0,1
156,1,97.75,8,9,4,4,0,3,0,1
38,1,159.3,7,19,4,2,0,0,3,1
31,1,108.9,5,24,4,2,0,0,0,1
0,0,111.0,6,13,4,1,1,0,0,1
64,0,116.1,6,19,4,2,2,3,0,0
1,0,167.0,8,10,4,2,0,3,0,1
15,1,85.29,8,27,4,5,2,0,1,0
57,0,146.96,9,24,4,5,2,0,3,0
20,1,151.0,8,19,4,2,2,0,0,1
3,1,174.0,8,3,4,1,0,3,0,1
109,1,120.28,5,4,4,4,0,0,3,1
98,2,116.1,6,10,4,2,1,3,0,1
0,1,65.0,2,24,2,1,0,0,0,1
